Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Job_Role
207,23.0,0,3.7,1460.0,3.6,69,3,7.0,3,9.0,8.0,3.0,98000.0,9.0,2.0,1,6.0,0,32
208,21.0,1,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,144000.0,10.0,1.0,2,5.0,0,32
209,25.0,0,3.5,1280.0,3.2,54,2,6.0,2,7.0,6.0,2.0,76000.0,7.0,4.0,1,7.0,0,32
210,22.0,1,3.3,1180.0,2.9,49,1,4.0,1,6.0,5.0,1.0,48000.0,6.0,5.0,0,8.0,0,32
211,24.0,0,3.8,1520.0,3.7,68,3,8.0,3,9.0,8.0,4.0,102000.0,9.0,2.0,1,6.0,0,32
212,23.0,1,3.6,1360.0,3.4,52,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
213,21.0,0,3.7,1480.0,3.5,71,3,7.0,3,9.0,8.0,3.0,94000.0,8.0,2.0,1,6.0,0,32
214,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,146000.0,10.0,1.0,2,5.0,0,32
215,22.0,0,3.5,1320.0,3.3,49,2,6.0,2,7.0,6.0,2.0,70000.0,7.0,4.0,1,7.0,0,32
216,24.0,1,3.4,1220.0,3.0,0,1,3.0,1,6.0,5.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
217,23.0,0,3.8,1500.0,3.7,50,3,8.0,3,9.0,8.0,4.0,108000.0,9.0,2.0,1,6.0,0,32
218,21.0,1,3.6,1340.0,3.4,54,2,5.0,2,8.0,7.0,2.0,82000.0,7.0,3.0,1,6.0,0,32
219,25.0,0,3.7,1400.0,3.5,71,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
220,22.0,1,3.5,1300.0,3.2,52,2,6.0,2,7.0,6.0,2.0,74000.0,7.0,4.0,1,6.0,0,32
221,24.0,0,3.9,1540.0,3.9,49,4,9.0,4,10.0,9.0,5.0,134000.0,10.0,1.0,2,5.0,0,32
222,23.0,1,3.6,1380.0,3.5,68,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,1,6.0,0,32
223,21.0,0,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
224,25.0,1,3.8,1480.0,3.7,52,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,1,6.0,0,32
225,22.0,0,3.7,1420.0,3.5,49,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
226,24.0,1,3.5,1300.0,3.3,54,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
227,23.0,0,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
228,21.0,1,3.6,1360.0,3.4,71,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
229,25.0,0,3.7,1440.0,3.6,68,3,7.0,3,9.0,8.0,3.0,94000.0,9.0,2.0,1,6.0,0,32
230,22.0,1,3.5,1300.0,3.3,49,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
231,24.0,0,3.7,1440.0,3.5,52,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
232,23.0,1,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
233,21.0,0,3.9,1560.0,3.8,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
234,25.0,1,3.6,1380.0,3.4,54,3,6.0,3,8.0,7.0,3.0,84000.0,8.0,3.0,1,6.0,0,32
235,22.0,0,3.2,1180.0,2.9,0,0,2.0,0,5.0,4.0,0.0,38000.0,5.0,5.0,0,7.0,0,32
236,24.0,1,3.8,1500.0,3.7,69,4,8.0,4,9.0,8.0,4.0,118000.0,9.0,2.0,1,6.0,0,32
237,23.0,0,3.6,1340.0,3.4,68,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,1,6.0,0,32
238,21.0,1,3.7,1480.0,3.6,52,3,7.0,3,8.0,7.0,3.0,96000.0,8.0,2.0,1,6.0,0,32
239,25.0,0,3.5,1320.0,3.3,49,2,6.0,2,7.0,6.0,2.0,68000.0,7.0,4.0,1,7.0,0,32
240,22.0,1,3.3,1240.0,3.0,71,1,3.0,1,6.0,5.0,1.0,48000.0,6.0,5.0,0,8.0,0,32
241,24.0,0,3.9,1540.0,3.9,50,4,9.0,5,10.0,9.0,5.0,136000.0,10.0,1.0,2,5.0,0,32
242,23.0,1,3.6,1360.0,3.4,54,3,6.0,3,8.0,7.0,3.0,84000.0,8.0,3.0,1,6.0,0,32
243,21.0,0,3.5,1300.0,3.2,68,2,5.0,2,7.0,6.0,2.0,64000.0,7.0,4.0,1,7.0,0,32
244,25.0,1,3.8,1520.0,3.7,52,4,8.0,4,9.0,8.0,4.0,114000.0,9.0,2.0,1,6.0,0,32
245,22.0,0,3.6,1380.0,3.5,49,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,1,7.0,0,32
246,24.0,1,3.4,1280.0,3.1,0,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
247,23.0,0,3.7,1460.0,3.6,69,3,7.0,3,9.0,8.0,3.0,96000.0,9.0,2.0,1,6.0,0,32
248,21.0,1,3.9,1580.0,3.9,50,4,9.0,5,10.0,9.0,5.0,148000.0,10.0,1.0,2,5.0,0,32
249,25.0,0,3.6,1400.0,3.4,54,3,6.0,3,8.0,7.0,3.0,88000.0,8.0,3.0,1,6.0,0,32
250,22.0,1,3.4,1220.0,3.0,71,1,3.0,1,6.0,5.0,1.0,46000.0,6.0,5.0,0,7.0,0,32
251,24.0,0,3.8,1480.0,3.7,49,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,1,6.0,0,32
252,23.0,1,3.5,1340.0,3.3,52,2,6.0,2,7.0,6.0,2.0,78000.0,7.0,3.0,1,6.0,0,32
253,21.0,0,3.7,1440.0,3.5,68,3,7.0,3,8.0,7.0,3.0,72000.0,8.0,3.0,1,7.0,0,32
254,25.0,1,3.9,1560.0,3.8,69,4,9.0,5,10.0,9.0,5.0,150000.0,10.0,1.0,2,5.0,0,32
255,22.0,0,3.5,1300.0,3.2,49,2,5.0,2,7.0,6.0,2.0,70000.0,7.0,4.0,1,7.0,0,32
256,24.0,1,3.3,1200.0,3.0,0,1,3.0,1,6.0,5.0,1.0,50000.0,6.0,5.0,0,8.0,0,32
257,23.0,0,3.8,1520.0,3.7,50,3,8.0,3,9.0,8.0,4.0,110000.0,9.0,2.0,1,6.0,0,32
258,21.0,1,3.6,1360.0,3.4,54,2,5.0,2,8.0,7.0,2.0,82000.0,7.0,3.0,1,6.0,0,32
259,25.0,0,3.7,1420.0,3.5,71,3,7.0,3,8.0,7.0,3.0,86000.0,8.0,2.0,1,7.0,0,32
260,22.0,1,3.4,1260.0,3.1,49,1,4.0,1,7.0,6.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
261,24.0,0,3.9,1540.0,3.9,50,4,9.0,5,10.0,9.0,5.0,138000.0,10.0,1.0,2,5.0,0,32
262,23.0,1,3.6,1380.0,3.4,68,3,6.0,3,8.0,7.0,3.0,88000.0,8.0,3.0,1,6.0,0,32
263,21.0,0,3.5,1320.0,3.3,52,2,5.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,7.0,0,32
264,25.0,1,3.8,1500.0,3.7,49,3,7.0,3,9.0,8.0,4.0,104000.0,9.0,2.0,1,6.0,0,32
265,22.0,0,3.6,1340.0,3.5,71,2,6.0,2,8.0,7.0,2.0,74000.0,7.0,3.0,1,7.0,0,32
266,24.0,1,3.4,1240.0,3.0,0,1,3.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
267,23.0,0,3.7,1460.0,3.6,69,3,7.0,3,9.0,8.0,3.0,98000.0,9.0,2.0,1,6.0,0,32
268,21.0,1,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,144000.0,10.0,1.0,2,5.0,0,32
269,25.0,0,3.5,1280.0,3.2,54,2,6.0,2,7.0,6.0,2.0,76000.0,7.0,4.0,1,7.0,0,32
270,22.0,1,3.3,1180.0,2.9,49,1,4.0,1,6.0,5.0,1.0,48000.0,6.0,5.0,0,8.0,0,32
271,24.0,0,3.8,1520.0,3.7,68,3,8.0,3,9.0,8.0,4.0,102000.0,9.0,2.0,1,6.0,0,32
272,23.0,1,3.6,1360.0,3.4,52,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
273,21.0,0,3.7,1480.0,3.5,71,3,7.0,3,9.0,8.0,3.0,94000.0,8.0,2.0,1,6.0,0,32
274,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,146000.0,10.0,1.0,2,5.0,0,32
275,22.0,0,3.5,1320.0,3.3,49,2,6.0,2,7.0,6.0,2.0,70000.0,7.0,4.0,1,7.0,0,32
276,24.0,1,3.4,1220.0,3.0,0,1,3.0,1,6.0,5.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
277,23.0,0,3.8,1500.0,3.7,50,3,8.0,3,9.0,8.0,4.0,108000.0,9.0,2.0,1,6.0,0,32
278,21.0,1,3.6,1340.0,3.4,54,2,5.0,2,8.0,7.0,2.0,82000.0,7.0,3.0,1,6.0,0,32
279,25.0,0,3.7,1400.0,3.5,71,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
280,22.0,1,3.5,1300.0,3.2,52,2,6.0,2,7.0,6.0,2.0,74000.0,7.0,4.0,1,6.0,0,32
281,24.0,0,3.9,1540.0,3.9,49,4,9.0,4,10.0,9.0,5.0,134000.0,10.0,1.0,2,5.0,0,32
282,23.0,1,3.6,1380.0,3.5,68,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,1,6.0,0,32
283,21.0,0,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
284,25.0,1,3.8,1480.0,3.7,52,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,1,6.0,0,32
285,22.0,0,3.7,1420.0,3.5,49,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
286,24.0,1,3.5,1300.0,3.3,54,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
287,23.0,0,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
288,21.0,1,3.6,1360.0,3.4,71,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
289,25.0,0,3.7,1440.0,3.6,68,3,7.0,3,9.0,8.0,3.0,94000.0,9.0,2.0,1,6.0,0,32
290,22.0,1,3.4,1240.0,3.0,49,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
291,24.0,0,3.8,1500.0,3.7,52,3,8.0,3,9.0,8.0,4.0,110000.0,9.0,2.0,1,6.0,0,32
292,23.0,1,3.5,1320.0,3.3,54,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,1,6.0,0,32
293,21.0,0,3.7,1460.0,3.5,71,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,1,7.0,0,32
294,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,148000.0,10.0,1.0,2,5.0,0,32
295,22.0,0,3.6,1380.0,3.4,49,2,6.0,2,8.0,7.0,2.0,84000.0,8.0,3.0,1,7.0,0,32
296,24.0,1,3.3,1200.0,3.0,0,1,3.0,1,6.0,5.0,1.0,50000.0,6.0,5.0,0,8.0,0,32
297,23.0,0,3.8,1520.0,3.7,50,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,1,6.0,0,32
298,21.0,1,3.6,1340.0,3.4,68,2,5.0,2,7.0,6.0,2.0,78000.0,7.0,3.0,1,6.0,0,32
299,25.0,0,3.7,1400.0,3.5,52,3,7.0,3,8.0,7.0,3.0,92000.0,8.0,2.0,1,6.0,0,32
300,22.0,1,3.5,1300.0,3.3,49,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
301,24.0,0,3.7,1440.0,3.5,52,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
302,23.0,1,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
303,21.0,0,3.9,1560.0,3.8,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
304,25.0,1,3.6,1380.0,3.4,54,3,6.0,3,8.0,7.0,3.0,84000.0,8.0,3.0,1,6.0,0,32
305,22.0,0,3.2,1180.0,2.9,0,0,2.0,0,5.0,4.0,0.0,38000.0,5.0,5.0,0,7.0,0,32
306,24.0,1,3.8,1500.0,3.7,69,4,8.0,4,9.0,8.0,4.0,118000.0,9.0,2.0,1,6.0,0,32
307,23.0,0,3.6,1340.0,3.4,68,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,1,6.0,0,32
308,21.0,1,3.7,1480.0,3.6,52,3,7.0,3,8.0,7.0,3.0,96000.0,8.0,2.0,1,6.0,0,32
309,25.0,0,3.5,1320.0,3.3,49,2,6.0,2,7.0,6.0,2.0,68000.0,7.0,4.0,1,7.0,0,32
310,22.0,1,3.3,1240.0,3.0,71,1,3.0,1,6.0,5.0,1.0,48000.0,6.0,5.0,0,8.0,0,32
311,24.0,0,3.9,1540.0,3.9,50,4,9.0,5,10.0,9.0,5.0,136000.0,10.0,1.0,2,5.0,0,32
312,23.0,1,3.6,1360.0,3.4,54,3,6.0,3,8.0,7.0,3.0,84000.0,8.0,3.0,1,6.0,0,32
313,21.0,0,3.5,1300.0,3.2,68,2,5.0,2,7.0,6.0,2.0,64000.0,7.0,4.0,1,7.0,0,32
314,25.0,1,3.8,1520.0,3.7,52,4,8.0,4,9.0,8.0,4.0,114000.0,9.0,2.0,1,6.0,0,32
315,22.0,0,3.6,1380.0,3.5,49,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,1,7.0,0,32
316,24.0,1,3.4,1280.0,3.1,0,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
317,23.0,0,3.7,1460.0,3.6,69,3,7.0,3,9.0,8.0,3.0,96000.0,9.0,2.0,1,6.0,0,32
318,21.0,1,3.9,1580.0,3.9,50,4,9.0,5,10.0,9.0,5.0,148000.0,10.0,1.0,2,5.0,0,32
319,25.0,0,3.6,1400.0,3.4,54,3,6.0,3,8.0,7.0,3.0,88000.0,8.0,3.0,1,6.0,0,32
320,22.0,1,3.4,1220.0,3.0,71,1,3.0,1,6.0,5.0,1.0,46000.0,6.0,5.0,0,7.0,0,32
321,24.0,0,3.8,1480.0,3.7,49,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,1,6.0,0,32
322,23.0,1,3.5,1340.0,3.3,52,2,6.0,2,7.0,6.0,2.0,78000.0,7.0,3.0,1,6.0,0,32
323,21.0,0,3.7,1440.0,3.5,68,3,7.0,3,8.0,7.0,3.0,72000.0,8.0,3.0,1,7.0,0,32
324,25.0,1,3.9,1560.0,3.8,69,4,9.0,5,10.0,9.0,5.0,150000.0,10.0,1.0,2,5.0,0,32
325,22.0,0,3.5,1300.0,3.2,49,2,5.0,2,7.0,6.0,2.0,70000.0,7.0,4.0,1,7.0,0,32
326,24.0,1,3.3,1200.0,3.0,0,1,3.0,1,6.0,5.0,1.0,50000.0,6.0,5.0,0,8.0,0,32
327,23.0,0,3.8,1520.0,3.7,50,3,8.0,3,9.0,8.0,4.0,110000.0,9.0,2.0,1,6.0,0,32
328,21.0,1,3.6,1360.0,3.4,54,2,5.0,2,8.0,7.0,2.0,82000.0,7.0,3.0,1,6.0,0,32
329,25.0,0,3.7,1420.0,3.5,71,3,7.0,3,8.0,7.0,3.0,86000.0,8.0,2.0,1,7.0,0,32
330,22.0,1,3.4,1260.0,3.1,49,1,4.0,1,7.0,6.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
331,24.0,0,3.9,1540.0,3.9,50,4,9.0,5,10.0,9.0,5.0,138000.0,10.0,1.0,2,5.0,0,32
332,23.0,1,3.6,1380.0,3.4,68,3,6.0,3,8.0,7.0,3.0,88000.0,8.0,3.0,1,6.0,0,32
333,21.0,0,3.5,1320.0,3.3,52,2,5.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,7.0,0,32
334,25.0,1,3.8,1500.0,3.7,49,3,7.0,3,9.0,8.0,4.0,104000.0,9.0,2.0,1,6.0,0,32
335,22.0,0,3.6,1340.0,3.5,71,2,6.0,2,8.0,7.0,2.0,74000.0,7.0,3.0,1,7.0,0,32
336,24.0,1,3.4,1240.0,3.0,0,1,3.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
337,23.0,0,3.7,1460.0,3.6,69,3,7.0,3,9.0,8.0,3.0,98000.0,9.0,2.0,1,6.0,0,32
338,21.0,1,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,144000.0,10.0,1.0,2,5.0,0,32
339,25.0,0,3.5,1280.0,3.2,54,2,6.0,2,7.0,6.0,2.0,76000.0,7.0,4.0,1,7.0,0,32
340,22.0,1,3.3,1180.0,2.9,49,1,4.0,1,6.0,5.0,1.0,48000.0,6.0,5.0,0,8.0,0,32
341,24.0,0,3.8,1520.0,3.7,68,3,8.0,3,9.0,8.0,4.0,102000.0,9.0,2.0,1,6.0,0,32
342,23.0,1,3.6,1360.0,3.4,52,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
343,21.0,0,3.7,1480.0,3.5,71,3,7.0,3,9.0,8.0,3.0,94000.0,8.0,2.0,1,6.0,0,32
344,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,146000.0,10.0,1.0,2,5.0,0,32
345,22.0,0,3.5,1320.0,3.3,49,2,6.0,2,7.0,6.0,2.0,70000.0,7.0,4.0,1,7.0,0,32
346,24.0,1,3.4,1220.0,3.0,0,1,3.0,1,6.0,5.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
347,23.0,0,3.8,1500.0,3.7,50,3,8.0,3,9.0,8.0,4.0,108000.0,9.0,2.0,1,6.0,0,32
348,21.0,1,3.6,1340.0,3.4,54,2,5.0,2,8.0,7.0,2.0,82000.0,7.0,3.0,1,6.0,0,32
349,25.0,0,3.7,1400.0,3.5,71,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
350,22.0,1,3.5,1300.0,3.2,52,2,6.0,2,7.0,6.0,2.0,74000.0,7.0,4.0,1,6.0,0,32
351,24.0,0,3.9,1540.0,3.9,49,4,9.0,4,10.0,9.0,5.0,134000.0,10.0,1.0,2,5.0,0,32
352,23.0,1,3.6,1380.0,3.5,68,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,1,6.0,0,32
353,21.0,0,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
354,25.0,1,3.8,1480.0,3.7,52,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,1,6.0,0,32
355,22.0,0,3.7,1420.0,3.5,49,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
356,24.0,1,3.5,1300.0,3.3,54,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
357,23.0,0,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
358,21.0,1,3.6,1360.0,3.4,71,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
359,25.0,0,3.7,1440.0,3.6,68,3,7.0,3,9.0,8.0,3.0,94000.0,9.0,2.0,1,6.0,0,32
360,22.0,1,3.4,1240.0,3.0,49,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
361,24.0,0,3.8,1500.0,3.7,52,3,8.0,3,9.0,8.0,4.0,110000.0,9.0,2.0,1,6.0,0,32
362,23.0,1,3.5,1320.0,3.3,54,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,1,6.0,0,32
363,21.0,0,3.7,1460.0,3.5,71,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,1,7.0,0,32
364,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,148000.0,10.0,1.0,2,5.0,0,32
365,22.0,0,3.6,1380.0,3.4,49,2,6.0,2,8.0,7.0,2.0,84000.0,8.0,3.0,1,7.0,0,32
366,24.0,1,3.3,1200.0,3.0,0,1,3.0,1,6.0,5.0,1.0,50000.0,6.0,5.0,0,8.0,0,32
367,23.0,0,3.8,1520.0,3.7,50,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,1,6.0,0,32
368,21.0,1,3.6,1340.0,3.4,68,2,5.0,2,7.0,6.0,2.0,78000.0,7.0,3.0,1,6.0,0,32
369,25.0,0,3.7,1400.0,3.5,52,3,7.0,3,8.0,7.0,3.0,92000.0,8.0,2.0,1,6.0,0,32
370,22.0,1,3.4,1260.0,3.1,54,1,4.0,1,7.0,6.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
371,24.0,0,3.9,1540.0,3.9,49,4,9.0,4,10.0,9.0,5.0,134000.0,10.0,1.0,2,5.0,0,32
372,23.0,1,3.6,1380.0,3.5,68,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,1,6.0,0,32
373,21.0,0,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
374,25.0,1,3.8,1480.0,3.7,52,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,1,6.0,0,32
375,22.0,0,3.7,1420.0,3.5,49,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
376,24.0,1,3.5,1300.0,3.3,54,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
377,23.0,0,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
378,21.0,1,3.6,1360.0,3.4,71,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
379,25.0,0,3.7,1440.0,3.6,68,3,7.0,3,9.0,8.0,3.0,94000.0,9.0,2.0,1,6.0,0,32
380,22.0,1,3.4,1240.0,3.0,49,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,0,8.0,0,32
381,24.0,0,3.8,1500.0,3.7,52,3,8.0,3,9.0,8.0,4.0,110000.0,9.0,2.0,1,6.0,0,32
382,23.0,1,3.5,1320.0,3.3,54,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,1,6.0,0,32
383,21.0,0,3.7,1460.0,3.5,71,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,1,7.0,0,32
384,25.0,1,3.9,1580.0,3.8,69,4,9.0,5,10.0,9.0,5.0,148000.0,10.0,1.0,2,5.0,0,32
385,22.0,0,3.6,1380.0,3.4,49,2,6.0,2,8.0,7.0,2.0,84000.0,8.0,3.0,1,7.0,0,32
386,24.0,1,3.3,1200.0,3.0,0,1,3.0,1,6.0,5.0,1.0,50000.0,6.0,5.0,0,8.0,0,32
387,23.0,0,3.8,1520.0,3.7,50,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,1,6.0,0,32
388,21.0,1,3.6,1340.0,3.4,68,2,5.0,2,7.0,6.0,2.0,78000.0,7.0,3.0,1,6.0,0,32
389,25.0,0,3.7,1400.0,3.5,52,3,7.0,3,8.0,7.0,3.0,92000.0,8.0,2.0,1,6.0,0,32
390,22.0,1,3.4,1260.0,3.1,54,1,4.0,1,7.0,6.0,1.0,54000.0,6.0,5.0,0,8.0,0,32
391,24.0,0,3.9,1540.0,3.9,49,4,9.0,4,10.0,9.0,5.0,134000.0,10.0,1.0,2,5.0,0,32
392,23.0,1,3.6,1380.0,3.5,68,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,1,6.0,0,32
393,21.0,0,3.4,1260.0,3.1,71,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,0,8.0,0,32
394,25.0,1,3.8,1480.0,3.7,52,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,1,6.0,0,32
395,22.0,0,3.7,1420.0,3.5,49,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,1,7.0,0,32
396,24.0,1,3.5,1300.0,3.3,54,2,6.0,2,7.0,6.0,2.0,72000.0,7.0,4.0,1,6.0,0,32
397,23.0,0,3.9,1560.0,3.9,50,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,2,5.0,0,32
398,21.0,1,3.6,1360.0,3.4,71,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,1,6.0,0,32
399,25.0,0,3.7,1440.0,3.6,68,3,7.0,3,9.0,8.0,3.0,94000.0,9.0,2.0,1,6.0,0,32
400,,2,,,7.05,26,0,,6,,,,,,,3,,1,26
400,,2,,,6.53,26,0,,7,,,,,,,3,,1,26
400,,2,,,8.97,26,0,,10,,,,,,,3,,1,8
400,,2,,,6.73,26,0,,13,,,,,,,3,,1,26
400,,2,,,9.81,26,0,,7,,,,,,,3,,1,8
400,,2,,,6.22,26,1,,11,,,,,,,3,,1,28
400,,2,,,7.74,26,0,,6,,,,,,,3,,1,0
400,,2,,,7.63,26,1,,12,,,,,,,3,,1,0
400,,2,,,6.03,26,0,,14,,,,,,,3,,1,28
400,,2,,,8.28,26,0,,11,,,,,,,3,,1,0
400,,2,,,8.01,26,1,,8,,,,,,,3,,1,0
400,,2,,,6.21,26,0,,13,,,,,,,3,,1,28
400,,2,,,9.34,26,1,,11,,,,,,,3,,1,8
400,,2,,,9.1,26,1,,12,,,,,,,3,,1,8
400,,2,,,8.11,26,1,,10,,,,,,,3,,1,0
400,,2,,,7.53,26,1,,15,,,,,,,3,,1,0
400,,2,,,9.3,26,1,,7,,,,,,,3,,1,8
400,,2,,,9.83,26,0,,11,,,,,,,3,,1,8
400,,2,,,9.39,26,1,,14,,,,,,,3,,1,8
400,,2,,,6.39,26,1,,8,,,,,,,3,,1,28
400,,2,,,7.39,26,1,,12,,,,,,,3,,1,26
400,,2,,,7.52,26,0,,10,,,,,,,3,,1,0
400,,2,,,8.96,26,1,,10,,,,,,,3,,1,8
400,,2,,,9.3,26,1,,10,,,,,,,3,,1,8
400,,2,,,7.98,26,0,,7,,,,,,,3,,1,0
400,,2,,,9.52,26,0,,9,,,,,,,3,,1,8
400,,2,,,9.3,26,1,,8,,,,,,,3,,1,8
400,,2,,,7.22,26,0,,11,,,,,,,3,,1,26
400,,2,,,8.51,26,0,,15,,,,,,,3,,1,8
400,,2,,,7.55,26,1,,15,,,,,,,3,,1,0
400,,2,,,8.56,26,1,,11,,,,,,,3,,1,8
400,,2,,,6.75,26,0,,6,,,,,,,3,,1,26
400,,2,,,7.49,26,1,,10,,,,,,,3,,1,26
400,,2,,,6.48,26,1,,9,,,,,,,3,,1,28
400,,2,,,7.78,26,0,,15,,,,,,,3,,1,0
